,id,timestamp,text,speaker,reply_to,conversation_id,meta.receiver,meta.absolute_message_index,meta.relative_message_index,meta.year,meta.game_score,meta.game_score_delta,intent
1347,Game4-france-russia-208,1143,So I would probably build an army in St Petersburg even if you are on board with attacking England,france-Game4,Game4-france-russia-207,Game4-france-russia,russia-Game4,1143,208,1904,9,2,1
528,Game7-italy-france-3,101,I think you may have problems.,italy-Game7,Game7-italy-france-2,Game7-italy-france,france-Game7,101,3,1901,3,0,1
1521,Game3-turkey-england-6,108,I'd be interested to know if you've heard anything from France or Italy?,turkey-Game3,Game3-turkey-england-5,Game3-turkey-england,england-Game3,108,6,1901,3,0,0
1260,Game4-france-russia-341,1450,"messaged turkey, but they havn't responded yet",russia-Game4,Game4-france-russia-340,Game4-france-russia,france-Game4,1450,341,1907,7,-8,1
981,Game4-france-russia-295,1369,I'm open to the possibility of giving back either and/or not taking Munich. I think it makes sense for me to keep them unless we can figure out a deal with Edinburgh,france-Game4,Game4-france-russia-294,Game4-france-russia,russia-Game4,1369,295,1906,12,3,1
505,Game4-england-france-32,251,Alright I'll be bouncing Denmark. Germany thinks we're going to form a loose 3-way alliance for a few turns,england-Game4,Game4-england-france-31,Game4-england-france,france-Game4,251,32,1901,3,0,1
454,Game9-germany-russia-122,1398,Looks like the French had the same general idea as you. Should I support your convoy to Yorkshire with the fleet in Edinburgh?,russia-Game9,Game9-germany-russia-121,Game9-germany-russia,germany-Game9,1398,122,1903,10,5,0
706,Game1-england-france-29,223,"I can't take Denmark by force, and Germany isn't keen on letting me have it. The way I see it you'll easily take Portugal next year (assuming you go Spain s.c. with your fleet). And that line on Pic-Bur-Mar (assuming you build there) would make you really strong. Meanwhile I'm struggling to find a fifth supply center next year. Russia probably helps out germany with Denmark. So I'm looking at St. Petersburg at that point?",england-Game1,Game1-england-france-28,Game1-england-france,france-Game1,223,29,1901,3,0,0
802,Game3-turkey-england-82,1251,"What are we doing about Moscow? 
Must admit I want it",england-Game3,Game3-turkey-england-81,Game3-turkey-england,turkey-Game3,1251,82,1905,6,1,0
176,Game8-italy-russia-11,597,Please - thank you,italy-Game8,Game8-italy-russia-10,Game8-italy-russia,russia-Game8,597,11,1904,3,-2,1
1054,Game4-turkey-italy-4,218,"Only if you'd be willing to support - I'd hold it as the edge of my western expansion, but have no interest in going further. Do you know where Austria plans to go? Turkey-Italy alliance could push Austria north to face Germany and Russia.",italy-Game4,Game4-turkey-italy-3,Game4-turkey-italy,turkey-Game4,218,4,1901,3,0,0
496,Game1-england-germany-184,1128,"Yes, that's what this means. However, Italy and France are both pretty talkative with me these days which could be useful for us. So don't go spreading it around that my true allegiance right now is to you and Russia.
 
And speaking of fleet things: if you're not doing anything with Nth this turn anyway, could you help me out by supporting Hol-Bel? I think it makes sense for me to have a fleet with channel access in case you ever need support or a bounce there to keep France out. Maybe some sunny day you'd even trust me to hold it for you, though I understand if not.",germany-Game1,Game1-england-germany-183,Game1-england-germany,england-Game1,1128,184,1905,5,0,0
504,Game3-germany-france-18,655,"I guess there other question is whether it would be worthwhile to bounce in burgundy, as both armies have not much better to do right now",france-Game3,Game3-germany-france-17,Game3-germany-france,germany-Game3,655,18,1902,5,0,0
1336,Game2-england-italy-60,1403,Me and Germany are iffy,england-Game2,Game2-england-italy-59,Game2-england-italy,italy-Game2,1403,60,1902,5,1,0
563,Game4-austria-france-1,52,"I wanted to ask if you knew about Italian intentions. I don't think he plans to move to Piedmont, which could be an indication that you want to play defensively.",france-Game4,Game4-austria-france-0,Game4-austria-france,austria-Game4,52,1,1901,3,0,1
130,Game9-italy-russia-274,1243,"That'd be super cool. I asked the Turks if I was allowed to build in Sevastopol, because I want to convoy from there to one of their home supply centers when the time comes.",russia-Game9,Game9-italy-russia-273,Game9-italy-russia,italy-Game9,1243,274,1902,7,2,0
267,Game4-turkey-russia-68,949,"You're funny. Why is giving up Sev ""way too dangerous? It's not like me having it gives me access to very much of your territory... it is Russian territory after all. You are already a very powerful country, and if you do as I suggest, moving into Gre and Serbia, you could have nine supply centers. If you give me Sev, I will support you into Bud",russia-Game4,Game4-turkey-russia-67,Game4-turkey-russia,turkey-Game4,949,68,1903,5,-1,1
902,Game4-turkey-russia-113,1457,"No other options, really,",russia-Game4,Game4-turkey-russia-112,Game4-turkey-russia,turkey-Game4,1457,113,1907,7,0,1
916,Game1-austria-italy-90,964,I feel like I can’t stab you now. So I’d like to simply crush the board with you.,italy-Game1,Game1-austria-italy-89,Game1-austria-italy,austria-Game1,964,90,1904,6,0,1
725,Game2-austria-italy-66,115,"Ok- read some of this, will save the rest for tomorrow.  I’m off to bed, catch you tomorrow.",italy-Game2,Game2-austria-italy-65,Game2-austria-italy,austria-Game2,115,66,1901,3,0,0
403,Game4-austria-france-62,1222,"Ngl, completely forgot about it being a dmz. I'm not attacking you dw",austria-Game4,Game4-austria-france-61,Game4-austria-france,france-Game4,1222,62,1905,5,-4,1
63,Game1-england-italy-285,1822,"I really think that we are best off not suggesting that you and I are talking. If Germany gets any idea that I shared her plans with you, we’ll have no idea what they are going to do.",italy-Game1,Game1-england-italy-284,Game1-england-italy,england-Game1,1822,285,1907,10,5,1
579,Game12-england-russia-7,298,"Germany is trying to play us both. I'm sure they said something about me attacking you, which I did per their request in exchange for a different territory. They have completely gone against what they said to me, which I kind of expected but figured i would take a chance on. I would like to work with you because Germany is about to run away with this game if we don't take some stuff in the north.",england-Game12,Game12-england-russia-6,Game12-england-russia,russia-Game12,298,7,1902,4,1,0
460,Game1-england-italy-276,1812,"I think that we can pull off a great turn, but it won’t work if G/F get catch wind of our alliance.",italy-Game1,Game1-england-italy-275,Game1-england-italy,england-Game1,1812,276,1907,10,5,1
884,Game9-england-russia-69,1109,"Well yes, the big concern is whether or not you'll actually support me into Denmark; have your cake and eat it too sort of situation.",russia-Game9,Game9-england-russia-68,Game9-england-russia,england-Game9,1109,69,1902,6,1,1
1339,Game3-england-germany-13,89,That’s the plan!,germany-Game3,Game3-england-germany-12,Game3-england-germany,england-Game3,89,13,1901,3,0,0
1575,Game8-turkey-france-80,744,I was straight up with you about those dots being conditional for me to attack Russia.,turkey-Game8,Game8-turkey-france-79,Game8-turkey-france,france-Game8,744,80,1906,9,-2,0
125,Game5-turkey-russia-27,316,But I do need to exit through Bul.,turkey-Game5,Game5-turkey-russia-26,Game5-turkey-russia,russia-Game5,316,27,1904,4,-2,1
889,Game11-germany-france-44,567,"Sent it along, in my own words.",germany-Game11,Game11-germany-france-43,Game11-germany-france,france-Game11,567,44,1902,5,-1,1
1101,Game2-turkey-austria-10,106,I'm not sure I can do that much but I'm happy to help,turkey-Game2,Game2-turkey-austria-9,Game2-turkey-austria,austria-Game2,106,10,1901,3,0,1
1269,Game10-turkey-austria-9,259,"Hey was having NYE dinner with the fam.  Sounds reasonable, I can support that move, even if I can’t guarantee that it succeeds, since Russia could order Ukr and Sev to work together on Rum. But it’s worth a shot!",austria-Game10,Game10-turkey-austria-8,Game10-turkey-austria,turkey-Game10,259,9,1901,3,0,1
1118,Game2-austria-germany-12,154,Education policy actually. How about you?,germany-Game2,Game2-austria-germany-11,Game2-austria-germany,austria-Game2,154,12,1901,3,0,1
146,Game11-germany-russia-13,414,"I am so friggin' sorry, I was toying around with my orders for a while the other day before the turn in and apparently never clicked ""update"" on the finalized version x.x I'm a complete mess this game, you can just ask France",germany-Game11,Game11-germany-russia-12,Game11-germany-russia,russia-Game11,414,13,1902,5,0,1
328,Game11-germany-france-94,990,"I can probably jump into Edinburgh via the Norwegian sea this next year, no need for the Belgium transfer.",germany-Game11,Game11-germany-france-93,Game11-germany-france,france-Game11,990,94,1904,7,0,0
145,Game6-england-france-45,417,"Hi England. So I looked at the map and have re-assessed my alliances. A few years ago, you were missing turns and not making the best moves, so naturally my decision was to go with Russia instead of you for a 3-way win. But times have changed; you have played very well, weakened Russia, and are in a great position. Me and turkey are planning on stabbing Russia this fall, and we will(most likely) be guaranteed at least 3 of their centers, rendereing them very weak. So my suggestion to you is that we switch alliances and try to go for a 3-way win between me, you, and turkey. TUrkey is on board with this",france-Game6,Game6-england-france-44,Game6-england-france,england-Game6,417,45,1906,11,5,1
1424,Game12-turkey-england-3,75,So these brave young Englishmen begin their march across the continent to wage war on a country or possibly a bird?,england-Game12,Game12-turkey-england-2,Game12-turkey-england,turkey-Game12,75,3,1901,3,0,1
1491,Game1-england-russia-35,618,I’ll keep you posted if my plans solidify,england-Game1,Game1-england-russia-34,Game1-england-russia,russia-Game1,618,35,1903,5,-1,0
94,Game8-italy-france-1,88,"So would I, Italy! I think I'm going to focus on taking out my upstairs neighbor to start off, but don't be a stranger 🙂",france-Game8,Game8-italy-france-0,Game8-italy-france,italy-Game8,88,1,1901,3,0,1
669,Game11-italy-france-19,544,"While that might be true, what would you suggest I do with Lyo now? If you have a good alternative I would be happy to take it, as I'm not super keen on attacking you anyways",france-Game11,Game11-italy-france-18,Game11-italy-france,italy-Game11,544,19,1902,6,2,1
875,Game1-england-france-92,392,"Yeah, I do to. I was thinking that my best play might be to ignore Burgundy and hope it holds and instead go for something annoying like Holland or Ruhr, which would leave him to either withdraw to defend or leave himself prone in the North. Of course, it could backfire if he's thinking the same thing and ends up in Gascony.",france-Game1,Game1-england-france-91,Game1-england-france,england-Game1,392,92,1902,5,1,1
143,Game10-italy-france-6,207,"As long as you move out this turn I'll let you off. I can understand why you did it but at least now you know who you can trust

Well

Ish",italy-Game10,Game10-italy-france-5,Game10-italy-france,france-Game10,207,6,1901,3,0,0
657,Game4-france-russia-242,1266,It happens sometimes. I think you still have a strong position in the south unless Turkey and Austria start working together again,france-Game4,Game4-france-russia-241,Game4-france-russia,russia-Game4,1266,242,1906,12,3,0
217,Game2-austria-russia-9,290,I wS going to move to Silesia or Ukraine but might just hold this turn and see what other people do.,russia-Game2,Game2-austria-russia-8,Game2-austria-russia,austria-Game2,290,9,1901,4,1,1
1080,Game1-italy-germany-296,2256,"I have rarely asked for your help, and I’ve offered my help freely. I’ve provided my sincere best efforts to help you with tactics, and I have never sabotaged you. Not once.",italy-Game1,Game1-italy-germany-295,Game1-italy-germany,germany-Game1,2256,296,1907,10,3,1
281,Game3-germany-france-24,726,.......no,germany-Game3,Game3-germany-france-23,Game3-germany-france,france-Game3,726,24,1903,4,-1,0
1452,Game5-england-france-22,225,"I guess maybe we should also consider going after Russia, just cuz they're getting really strong at the moment, and if they build anything else in the north, we'll basically never have a shot at getting through later",england-Game5,Game5-england-france-21,Game5-england-france,france-Game5,225,22,1902,5,-1,0
534,Game1-austria-russia-51,2460,Can I cover Rum to keep that army on the front-line?,russia-Game1,Game1-austria-russia-50,Game1-austria-russia,austria-Game1,2460,51,1908,5,2,0
325,Game1-italy-france-18,234,I haven’t really heard much from him. I think I disappointed him when I said “no thanks” on Piedmont. Let me reach out to him now and see if I can get a read.,italy-Game1,Game1-italy-france-17,Game1-italy-france,france-Game1,234,18,1901,3,0,1
805,Game3-italy-germany-11,192,I haven't heard anything informative from Russia yet,germany-Game3,Game3-italy-germany-10,Game3-italy-germany,italy-Game3,192,11,1901,3,0,1
